onset	duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe	intensity	TrialType
3.0263	2.0078	pillow:cushion::rake:fork	pillow:cushion	None	None	1	None	2	None	0	0	0	1	0	0	1.0	AB
5.9841	2.0177	pillow:cushion::rake:fork	None	rake:fork	1	None	1	None	2	0	0	0	0	1	0	1.0	CD
8.7396	0.7179	pillow:cushion::rake:fork	pillow:cushion	rake:fork	1	1	1	2	2	['4']	4	2	0	0	1	1.0	Probe
10.4769	2.0099	thirsty:drink::fence:hedge	thirsty:drink	None	None	3	None	8	None	0	0	0	1	0	0	1.0	AB
13.1155	2.0053	thirsty:drink::fence:hedge	None	fence:hedge	0	None	1	None	2	0	0	0	0	1	0	1.0	CD
15.7252	1.1768	thirsty:drink::fence:hedge	thirsty:drink	fence:hedge	0	3	1	8	2	['4']	4	1	0	0	1	1.0	Probe
17.9293	2.0099	hill:mountain::anger:yell	hill:mountain	None	None	1	None	2	None	0	0	0	1	0	0	1.0	AB
20.4901	2.0168	hill:mountain::anger:yell	None	anger:yell	0	None	3	None	8	0	0	0	0	1	0	1.0	CD
23.3094	0.658	hill:mountain::anger:yell	hill:mountain	anger:yell	0	1	3	2	8	['4']	4	1	0	0	1	1.0	Probe
24.9815	2.01	day:evening::happiness:smile	day:evening	None	None	2	None	6	None	0	0	0	1	0	0	1.0	AB
27.6287	2.014	day:evening::happiness:smile	None	happiness:smile	0	None	3	None	8	0	0	0	0	1	0	1.0	CD
30.4735	0.7407	day:evening::happiness:smile	day:evening	happiness:smile	0	2	3	6	8	['4']	4	1	0	0	1	1.0	Probe
32.2338	2.0103	spin:twirl::house:home	spin:twirl	None	None	1	None	1	None	0	0	0	1	0	0	1.0	AB
34.9044	2.0074	spin:twirl::house:home	None	house:home	1	None	1	None	1	0	0	0	0	1	0	1.0	CD
38.0624	0.7521	spin:twirl::house:home	spin:twirl	house:home	1	1	1	1	1	['4']	4	2	0	0	1	1.0	Probe
39.8366	2.0103	run:sprint::study:learn	run:sprint	None	None	1	None	1	None	0	0	0	1	0	0	1.0	AB
42.6123	2.0188	run:sprint::study:learn	None	study:learn	0	None	3	None	9	0	0	0	0	1	0	1.0	CD
45.2614	0.9809	run:sprint::study:learn	run:sprint	study:learn	0	1	3	1	9	['4']	3	2	0	0	1	1.0	Probe
47.2558	2.0102	tragedy:tears::rich:poor	tragedy:tears	None	None	3	None	7	None	0	0	0	1	0	0	1.0	AB
50.0149	2.0186	tragedy:tears::rich:poor	None	rich:poor	0	None	2	None	4	0	0	0	0	1	0	1.0	CD
52.6605	0.7142	tragedy:tears::rich:poor	tragedy:tears	rich:poor	0	3	2	7	4	['3']	3	2	0	0	1	1.0	Probe
54.3916	2.0105	warm:cool::read:learn	warm:cool	None	None	2	None	4	None	0	0	0	1	0	0	1.0	AB
57.5975	2.0055	warm:cool::read:learn	None	read:learn	0	None	3	None	9	0	0	0	0	1	0	1.0	CD
60.1727	1.0108	warm:cool::read:learn	warm:cool	read:learn	0	2	3	4	9	['3']	3	2	0	0	1	1.0	Probe
62.1966	2.0079	trim:shorten::high:low	trim:shorten	None	None	3	None	9	None	0	0	0	1	0	0	1.0	AB
64.9259	2.0129	trim:shorten::high:low	None	high:low	0	None	2	None	5	0	0	0	0	1	0	1.0	CD
67.5785	1.0434	trim:shorten::high:low	trim:shorten	high:low	0	3	2	9	5	['4']	4	1	0	0	1	1.0	Probe
69.6469	2.0103	sleep:rest::advertise:promote	sleep:rest	None	None	3	None	9	None	0	0	0	1	0	0	1.0	AB
73.5928	2.0158	sleep:rest::advertise:promote	None	advertise:promote	1	None	3	None	9	0	0	0	0	1	0	1.0	CD
76.1394	0.9403	sleep:rest::advertise:promote	sleep:rest	advertise:promote	1	3	3	9	9	['4']	4	2	0	0	1	1.0	Probe
78.1	2.01	option:choice::high:down	option:choice	None	None	1	None	1	None	0	0	0	1	0	0	1.0	AB
80.9128	2.0149	option:choice::high:down	None	high:down	0	None	2	None	6	0	0	0	0	1	0	1.0	CD
83.893	0.9675	option:choice::high:down	option:choice	high:down	0	1	2	1	6	['4']	4	1	0	0	1	1.0	Probe
85.8856	2.0105	rise:sink::under:over	rise:sink	None	None	2	None	5	None	0	0	0	1	0	0	1.0	AB
88.7856	2.0115	rise:sink::under:over	None	under:over	1	None	2	None	5	0	0	0	0	1	0	1.0	CD
91.4893	1.1179	rise:sink::under:over	rise:sink	under:over	1	2	2	5	5	['4']	4	2	0	0	1	1.0	Probe
93.6227	2.0095	disease:sickness::injury:pain	disease:sickness	None	None	3	None	7	None	0	0	0	1	0	0	1.0	AB
97.0535	2.0131	disease:sickness::injury:pain	None	injury:pain	1	None	3	None	7	0	0	0	0	1	0	1.0	CD
99.8055	1.0054	disease:sickness::injury:pain	disease:sickness	injury:pain	1	3	3	7	7	['3']	3	1	0	0	1	1.0	Probe
101.8245	2.0104	boat:ship::pants:trousers	boat:ship	None	None	1	None	1	None	0	0	0	1	0	0	1.0	AB
104.5551	2.0143	boat:ship::pants:trousers	None	pants:trousers	1	None	1	None	1	0	0	0	0	1	0	1.0	CD
107.4402	0.6092	boat:ship::pants:trousers	boat:ship	pants:trousers	1	1	1	1	1	['4']	4	2	0	0	1	1.0	Probe
109.0607	2.01	accept:reject::chair:sofa	accept:reject	None	None	2	None	4	None	0	0	0	1	0	0	1.0	AB
112.5486	2.0068	accept:reject::chair:sofa	None	chair:sofa	0	None	1	None	2	0	0	0	0	1	0	1.0	CD
115.9709	1.0256	accept:reject::chair:sofa	accept:reject	chair:sofa	0	2	1	4	2	['4']	4	1	0	0	1	1.0	Probe
118.014	2.0099	black:white::pretty:ugly	black:white	None	None	2	None	4	None	0	0	0	1	0	0	1.0	AB
121.5479	2.0106	black:white::pretty:ugly	None	pretty:ugly	1	None	2	None	4	0	0	0	0	1	0	1.0	CD
