onset	duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe	intensity	TrialType
3.0252	2.0074	heat:temperature::ignite:burn	heat:temperature	None	None	1	None	3	None	0	0	0	1	0	0	1.0	AB
5.8166	2.0171	heat:temperature::ignite:burn	None	ignite:burn	0	None	3	None	9	0	0	0	0	1	0	1.0	CD
8.5707	0.9184	heat:temperature::ignite:burn	heat:temperature	ignite:burn	0	1	3	3	9	['4']	4	1	0	0	1	1.0	Probe
10.5079	2.0104	danger:flee::in:out	danger:flee	None	None	3	None	8	None	0	0	0	1	0	0	1.0	AB
13.6642	2.0052	danger:flee::in:out	None	in:out	0	None	2	None	5	0	0	0	0	1	0	1.0	CD
16.9934	0.6308	danger:flee::in:out	danger:flee	in:out	0	3	2	8	5	['4']	4	1	0	0	1	1.0	Probe
18.6442	2.0103	shovel:spoon::tiredness:rest	shovel:spoon	None	None	1	None	2	None	0	0	0	1	0	0	1.0	AB
21.1995	2.006	shovel:spoon::tiredness:rest	None	tiredness:rest	0	None	3	None	8	0	0	0	0	1	0	1.0	CD
24.2196	1.6343	shovel:spoon::tiredness:rest	shovel:spoon	tiredness:rest	0	1	3	2	8	['3']	3	2	0	0	1	1.0	Probe
26.8836	2.0074	loneliness:socialize::nervousness:sweat	loneliness:socialize	None	None	3	None	8	None	0	0	0	1	0	0	1.0	AB
29.7864	2.0053	loneliness:socialize::nervousness:sweat	None	nervousness:sweat	1	None	3	None	8	0	0	0	0	1	0	1.0	CD
32.4811	0.7534	loneliness:socialize::nervousness:sweat	loneliness:socialize	nervousness:sweat	1	3	3	8	8	['3']	4	2	0	0	1	1.0	Probe
34.2496	2.0104	high:down::option:choice	high:down	None	None	2	None	6	None	0	0	0	1	0	0	1.0	AB
37.2804	2.0139	high:down::option:choice	None	option:choice	0	None	1	None	1	0	0	0	0	1	0	1.0	CD
39.9057	0.6632	high:down::option:choice	high:down	option:choice	0	2	1	6	1	['4']	4	1	0	0	1	1.0	Probe
41.5865	2.0093	advertise:promote::wash:clean	advertise:promote	None	None	3	None	9	None	0	0	0	1	0	0	1.0	AB
44.3488	2.0147	advertise:promote::wash:clean	None	wash:clean	1	None	3	None	9	0	0	0	0	1	0	1.0	CD
47.1677	0.602	advertise:promote::wash:clean	advertise:promote	wash:clean	1	3	3	9	9	['3']	3	1	0	0	1	1.0	Probe
48.788	2.0103	heat:sweat::sickness:medicate	heat:sweat	None	None	3	None	8	None	0	0	0	1	0	0	1.0	AB
51.9276	2.0053	heat:sweat::sickness:medicate	None	sickness:medicate	1	None	3	None	8	0	0	0	0	1	0	1.0	CD
54.5715	1.0076	heat:sweat::sickness:medicate	heat:sweat	sickness:medicate	1	3	3	8	8	['3']	3	1	0	0	1	1.0	Probe
56.5907	2.0103	car:auto::rise:sink	car:auto	None	None	1	None	1	None	0	0	0	1	0	0	1.0	AB
59.2991	2.0196	car:auto::rise:sink	None	rise:sink	0	None	2	None	5	0	0	0	0	1	0	1.0	CD
62.6487	0.9994	car:auto::rise:sink	car:auto	rise:sink	0	1	2	1	5	['3']	3	2	0	0	1	1.0	Probe
64.6648	2.0056	majority:small::just:unfair	majority:small	None	None	2	None	6	None	0	0	0	1	0	0	1.0	AB
67.6175	2.0039	majority:small::just:unfair	None	just:unfair	1	None	2	None	6	0	0	0	0	1	0	1.0	CD
70.2922	0.7742	majority:small::just:unfair	majority:small	just:unfair	1	2	2	6	6	['4']	4	2	0	0	1	1.0	Probe
72.0798	2.0101	below:above::raise:salary	below:above	None	None	2	None	5	None	0	0	0	1	0	0	1.0	AB
75.6014	2.0061	below:above::raise:salary	None	raise:salary	0	None	1	None	3	0	0	0	0	1	0	1.0	CD
78.3779	0.9204	below:above::raise:salary	below:above	raise:salary	0	2	1	5	3	['3']	3	2	0	0	1	1.0	Probe
80.3177	2.0082	soften:voice::darken:color	soften:voice	None	None	1	None	3	None	0	0	0	1	0	0	1.0	AB
83.1513	2.009	soften:voice::darken:color	None	darken:color	1	None	1	None	3	0	0	0	0	1	0	1.0	CD
86.6283	1.2112	soften:voice::darken:color	soften:voice	darken:color	1	1	1	3	3	['3']	4	2	0	0	1	1.0	Probe
88.8545	2.0078	exercise:fitness::repetition:boredom	exercise:fitness	None	None	3	None	7	None	0	0	0	1	0	0	1.0	AB
91.8247	2.0052	exercise:fitness::repetition:boredom	None	repetition:boredom	1	None	3	None	7	0	0	0	0	1	0	1.0	CD
94.7859	1.1463	exercise:fitness::repetition:boredom	exercise:fitness	repetition:boredom	1	3	3	7	7	['3']	3	1	0	0	1	1.0	Probe
96.9592	2.0075	accident:damage::make:manufacture	accident:damage	None	None	3	None	7	None	0	0	0	1	0	0	1.0	AB
99.8449	2.006	accident:damage::make:manufacture	None	make:manufacture	0	None	1	None	1	0	0	0	0	1	0	1.0	CD
102.5819	0.7977	accident:damage::make:manufacture	accident:damage	make:manufacture	0	3	1	7	1	['4']	4	1	0	0	1	1.0	Probe
104.3921	2.0102	kid:child::couch:sofa	kid:child	None	None	1	None	1	None	0	0	0	1	0	0	1.0	AB
107.6406	2.0109	kid:child::couch:sofa	None	couch:sofa	1	None	1	None	1	0	0	0	0	1	0	1.0	CD
110.2563	0.9316	kid:child::couch:sofa	kid:child	couch:sofa	1	1	1	1	1	['3']	3	1	0	0	1	1.0	Probe
112.2104	2.0093	picture:drawing::pillow:cushion	picture:drawing	None	None	1	None	2	None	0	0	0	1	0	0	1.0	AB
