onset	duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe	intensity	TrialType
3.0311	2.008	start:finish::forward:backward	start:finish	None	None	2	None	5	None	0	0	0	1	0	0	1.0	AB
6.6339	2.0065	start:finish::forward:backward	None	forward:backward	1	None	2	None	5	0	0	0	0	1	0	1.0	CD
9.6524	0.4655	start:finish::forward:backward	start:finish	forward:backward	1	2	2	5	5	['4']	4	2	0	0	1	1.0	Probe
11.1324	2.0101	soften:voice::thirst:drink	soften:voice	None	None	1	None	3	None	0	0	0	1	0	0	1.0	AB
13.672	2.0213	soften:voice::thirst:drink	None	thirst:drink	0	None	3	None	8	0	0	0	0	1	0	1.0	CD
16.6529	0.3798	soften:voice::thirst:drink	soften:voice	thirst:drink	0	1	3	3	8	['3']	3	2	0	0	1	1.0	Probe
18.0528	2.0091	advertise:promote::paper:parchment	advertise:promote	None	None	3	None	9	None	0	0	0	1	0	0	1.0	AB
20.7712	2.0083	advertise:promote::paper:parchment	None	paper:parchment	0	None	1	None	2	0	0	0	0	1	0	1.0	CD
23.4944	0.6072	advertise:promote::paper:parchment	advertise:promote	paper:parchment	0	3	1	9	2	['3']	4	1	0	0	1	1.0	Probe
25.1212	2.0103	fence:hedge::hill:mountain	fence:hedge	None	None	1	None	2	None	0	0	0	1	0	0	1.0	AB
27.8102	2.0055	fence:hedge::hill:mountain	None	hill:mountain	1	None	1	None	2	0	0	0	0	1	0	1.0	CD
30.5533	0.47	fence:hedge::hill:mountain	fence:hedge	hill:mountain	1	1	1	2	2	['4']	4	2	0	0	1	1.0	Probe
32.0405	2.0105	terror:fear::rise:tide	terror:fear	None	None	1	None	3	None	0	0	0	1	0	0	1.0	AB
35.4532	2.0158	terror:fear::rise:tide	None	rise:tide	1	None	1	None	3	0	0	0	0	1	0	1.0	CD
38.1345	0.7544	terror:fear::rise:tide	terror:fear	rise:tide	1	1	1	3	3	['3']	3	1	0	0	1	1.0	Probe
39.9108	2.0102	dirty:clean::darken:color	dirty:clean	None	None	2	None	4	None	0	0	0	1	0	0	1.0	AB
42.8712	2.0176	dirty:clean::darken:color	None	darken:color	0	None	1	None	3	0	0	0	0	1	0	1.0	CD
45.5561	0.6695	dirty:clean::darken:color	dirty:clean	darken:color	0	2	1	4	3	['4']	3	2	0	0	1	1.0	Probe
47.2496	2.0075	bath:cleanliness::ahead:behind	bath:cleanliness	None	None	3	None	7	None	0	0	0	1	0	0	1.0	AB
50.1852	2.0065	bath:cleanliness::ahead:behind	None	ahead:behind	0	None	2	None	5	0	0	0	0	1	0	1.0	CD
