onset	duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe	intensity	TrialType
3.023	2.0076	funny:serious::wash:clean	funny:serious	None	None	2	None	6	None	0	0	0	1	0	0	1.0	AB
7.27	2.0115	funny:serious::wash:clean	None	wash:clean	0	None	3	None	9	0	0	0	0	1	0	1.0	CD
9.8559	0.38	funny:serious::wash:clean	funny:serious	wash:clean	0	2	3	6	9	['4']	3	2	0	0	1	1.0	Probe
11.2568	2.0089	careful:cautious::heater:warmth	careful:cautious	None	None	1	None	1	None	0	0	0	1	0	0	1.0	AB
15.0768	2.0063	careful:cautious::heater:warmth	None	heater:warmth	0	None	3	None	7	0	0	0	0	1	0	1.0	CD
17.9957	0.5139	careful:cautious::heater:warmth	careful:cautious	heater:warmth	0	1	3	1	7	['4']	3	2	0	0	1	1.0	Probe
19.5247	2.0094	picture:drawing::sword:knife	picture:drawing	None	None	1	None	2	None	0	0	0	1	0	0	1.0	AB
22.4851	2.016	picture:drawing::sword:knife	None	sword:knife	1	None	1	None	2	0	0	0	0	1	0	1.0	CD
25.9284	0.5088	picture:drawing::sword:knife	picture:drawing	sword:knife	1	1	1	2	2	['4']	4	2	0	0	1	1.0	Probe
27.4589	2.01	soften:voice::thirst:drink	soften:voice	None	None	1	None	3	None	0	0	0	1	0	0	1.0	AB
30.2822	2.0207	soften:voice::thirst:drink	None	thirst:drink	0	None	3	None	8	0	0	0	0	1	0	1.0	CD
34.4451	0.5669	soften:voice::thirst:drink	soften:voice	thirst:drink	0	1	3	3	8	['4']	4	1	0	0	1	1.0	Probe
36.0272	2.0101	witty:dumb::low:up	witty:dumb	None	None	2	None	6	None	0	0	0	1	0	0	1.0	AB
39.2896	2.0151	witty:dumb::low:up	None	low:up	1	None	2	None	6	0	0	0	0	1	0	1.0	CD
41.8863	0.5232	witty:dumb::low:up	witty:dumb	low:up	1	2	2	6	6	['3']	3	1	0	0	1	1.0	Probe
43.4289	2.0101	breathe:live::good:bad	breathe:live	None	None	3	None	9	None	0	0	0	1	0	0	1.0	AB
46.6647	2.0081	breathe:live::good:bad	None	good:bad	0	None	2	None	4	0	0	0	0	1	0	1.0	CD
52.0398	0.4917	breathe:live::good:bad	breathe:live	good:bad	0	3	2	9	4	['4']	4	1	0	0	1	1.0	Probe
53.5516	2.006	majority:small::house:tent	majority:small	None	None	2	None	6	None	0	0	0	1	0	0	1.0	AB
56.5153	2.0096	majority:small::house:tent	None	house:tent	0	None	1	None	2	0	0	0	0	1	0	1.0	CD
59.0753	0.5427	majority:small::house:tent	majority:small	house:tent	0	2	1	6	2	['3']	3	2	0	0	1	1.0	Probe
60.6329	2.0096	difficult:easy::warm:cool	difficult:easy	None	None	2	None	4	None	0	0	0	1	0	0	1.0	AB
64.646	2.0138	difficult:easy::warm:cool	None	warm:cool	1	None	2	None	4	0	0	0	0	1	0	1.0	CD
67.3186	0.6353	difficult:easy::warm:cool	difficult:easy	warm:cool	1	2	2	4	4	['3']	3	1	0	0	1	1.0	Probe
68.9696	2.0078	pants:trousers::disease:sickness	pants:trousers	None	None	1	None	1	None	0	0	0	1	0	0	1.0	AB
72.9332	2.0117	pants:trousers::disease:sickness	None	disease:sickness	0	None	3	None	7	0	0	0	0	1	0	1.0	CD
76.2159	0.4076	pants:trousers::disease:sickness	pants:trousers	disease:sickness	0	1	3	1	7	['3']	4	1	0	0	1	1.0	Probe
77.6356	2.0103	high:low::rise:sink	high:low	None	None	2	None	5	None	0	0	0	1	0	0	1.0	AB
80.2866	2.01	high:low::rise:sink	None	rise:sink	1	None	2	None	5	0	0	0	0	1	0	1.0	CD
