onset	duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe	intensity	TrialType
3.0233	2.0075	injury:pain::death:population	injury:pain	None	None	3	None	7	None	0	0	0	1	0	0	1.0	AB
5.7021	2.0129	injury:pain::death:population	None	death:population	0	None	1	None	3	0	0	0	0	1	0	1.0	CD
10.6873	0.7003	injury:pain::death:population	injury:pain	death:population	0	3	1	7	3	['3']	3	2	0	0	1	1.0	Probe
12.4068	2.0102	soften:voice::darken:color	soften:voice	None	None	1	None	3	None	0	0	0	1	0	0	1.0	AB
15.089	2.0123	soften:voice::darken:color	None	darken:color	1	None	1	None	3	0	0	0	0	1	0	1.0	CD
18.7834	0.7832	soften:voice::darken:color	soften:voice	darken:color	1	1	1	3	3	['4']	4	2	0	0	1	1.0	Probe
20.5927	2.0103	heat:sweat::sickness:medicate	heat:sweat	None	None	3	None	8	None	0	0	0	1	0	0	1.0	AB
23.1833	2.0206	heat:sweat::sickness:medicate	None	sickness:medicate	1	None	3	None	8	0	0	0	0	1	0	1.0	CD
26.0232	0.5077	heat:sweat::sickness:medicate	heat:sweat	sickness:medicate	1	3	3	8	8	['3']	4	2	0	0	1	1.0	Probe
27.5453	2.01	lower:volume::discount:price	lower:volume	None	None	1	None	3	None	0	0	0	1	0	0	1.0	AB
30.5664	2.0065	lower:volume::discount:price	None	discount:price	1	None	1	None	3	0	0	0	0	1	0	1.0	CD
33.3088	0.4943	lower:volume::discount:price	lower:volume	discount:price	1	1	1	3	3	['3']	3	1	0	0	1	1.0	Probe
34.8318	2.0095	careful:cautious::explosion:damage	careful:cautious	None	None	1	None	1	None	0	0	0	1	0	0	1.0	AB
37.6759	2.0162	careful:cautious::explosion:damage	None	explosion:damage	0	None	3	None	7	0	0	0	0	1	0	1.0	CD
41.0522	0.5915	careful:cautious::explosion:damage	careful:cautious	explosion:damage	0	1	3	1	7	['4']	4	1	0	0	1	1.0	Probe
42.667	2.01	raise:elevate::pretty:beautiful	raise:elevate	None	None	1	None	1	None	0	0	0	1	0	0	1.0	AB
45.5537	2.0075	raise:elevate::pretty:beautiful	None	pretty:beautiful	1	None	1	None	1	0	0	0	0	1	0	1.0	CD
49.2041	0.6173	raise:elevate::pretty:beautiful	raise:elevate	pretty:beautiful	1	1	1	1	1	['4']	4	2	0	0	1	1.0	Probe
50.8359	2.0105	high:down::option:choice	high:down	None	None	2	None	6	None	0	0	0	1	0	0	1.0	AB
54.3325	2.0148	high:down::option:choice	None	option:choice	0	None	1	None	1	0	0	0	0	1	0	1.0	CD
58.1156	0.5826	high:down::option:choice	high:down	option:choice	0	2	1	6	1	['3']	3	2	0	0	1	1.0	Probe
59.7225	2.0101	stairs:ladder::big:small	stairs:ladder	None	None	1	None	2	None	0	0	0	1	0	0	1.0	AB
63.4272	2.0064	stairs:ladder::big:small	None	big:small	0	None	2	None	4	0	0	0	0	1	0	1.0	CD
66.2359	0.591	stairs:ladder::big:small	stairs:ladder	big:small	0	1	2	2	4	['3']	3	2	0	0	1	1.0	Probe
67.8436	2.0085	good:wrong::loud:discreet	good:wrong	None	None	2	None	6	None	0	0	0	1	0	0	1.0	AB
70.7937	2.0094	good:wrong::loud:discreet	None	loud:discreet	1	None	2	None	6	0	0	0	0	1	0	1.0	CD
73.4577	0.7124	good:wrong::loud:discreet	good:wrong	loud:discreet	1	2	2	6	6	['4']	3	1	0	0	1	1.0	Probe
75.1939	2.0105	kid:child::couch:sofa	kid:child	None	None	1	None	1	None	0	0	0	1	0	0	1.0	AB
78.51	2.012	kid:child::couch:sofa	None	couch:sofa	1	None	1	None	1	0	0	0	0	1	0	1.0	CD
81.0615	0.7452	kid:child::couch:sofa	kid:child	couch:sofa	1	1	1	1	1	['3']	3	1	0	0	1	1.0	Probe
82.8303	2.0099	climb:descend::work:earn	climb:descend	None	None	2	None	5	None	0	0	0	1	0	0	1.0	AB
85.4887	2.0189	climb:descend::work:earn	None	work:earn	0	None	3	None	9	0	0	0	0	1	0	1.0	CD
88.7388	0.6183	climb:descend::work:earn	climb:descend	work:earn	0	2	3	5	9	['3']	3	2	0	0	1	1.0	Probe
90.3818	2.0107	hot:cold::old:young	hot:cold	None	None	2	None	4	None	0	0	0	1	0	0	1.0	AB
93.0123	2.0145	hot:cold::old:young	None	old:young	1	None	2	None	4	0	0	0	0	1	0	1.0	CD
95.9879	0.6798	hot:cold::old:young	hot:cold	old:young	1	2	2	4	4	['3']	3	1	0	0	1	1.0	Probe
97.6845	2.0106	cook:eat::day:evening	cook:eat	None	None	3	None	9	None	0	0	0	1	0	0	1.0	AB
100.2337	2.0121	cook:eat::day:evening	None	day:evening	0	None	2	None	6	0	0	0	0	1	0	1.0	CD
102.9683	0.5587	cook:eat::day:evening	cook:eat	day:evening	0	3	2	9	6	['3']	3	2	0	0	1	1.0	Probe
104.5534	2.0104	front:back::interior:exterior	front:back	None	None	2	None	5	None	0	0	0	1	0	0	1.0	AB
107.6595	2.0053	front:back::interior:exterior	None	interior:exterior	1	None	2	None	5	0	0	0	0	1	0	1.0	CD
110.3032	2.3087	front:back::interior:exterior	front:back	interior:exterior	1	2	2	5	5	['3']	3	1	0	0	1	1.0	Probe
113.6405	2.0096	accident:damage::make:manufacture	accident:damage	None	None	3	None	7	None	0	0	0	1	0	0	1.0	AB
117.8595	2.0088	accident:damage::make:manufacture	None	make:manufacture	0	None	1	None	1	0	0	0	0	1	0	1.0	CD
120.6695	0.8593	accident:damage::make:manufacture	accident:damage	make:manufacture	0	3	1	7	1	['4']	4	1	0	0	1	1.0	Probe
122.5453	2.0077	difficult:easy::inflation:price	difficult:easy	None	None	2	None	4	None	0	0	0	1	0	0	1.0	AB
125.3973	2.0066	difficult:easy::inflation:price	None	inflation:price	0	None	1	None	3	0	0	0	0	1	0	1.0	CD
130.1422	0.5007	difficult:easy::inflation:price	difficult:easy	inflation:price	0	2	1	4	3	['3']	3	2	0	0	1	1.0	Probe
131.6622	2.0105	danger:flee::in:out	danger:flee	None	None	3	None	8	None	0	0	0	1	0	0	1.0	AB
135.3079	2.016	danger:flee::in:out	None	in:out	0	None	2	None	5	0	0	0	0	1	0	1.0	CD
138.6627	1.1911	danger:flee::in:out	danger:flee	in:out	0	3	2	8	5	['4']	4	1	0	0	1	1.0	Probe
140.8823	2.0103	dirty:clean::thirsty:drink	dirty:clean	None	None	2	None	4	None	0	0	0	1	0	0	1.0	AB
143.4848	2.0085	dirty:clean::thirsty:drink	None	thirsty:drink	0	None	3	None	8	0	0	0	0	1	0	1.0	CD
146.6168	0.4892	dirty:clean::thirsty:drink	dirty:clean	thirsty:drink	0	2	3	4	8	['4']	4	1	0	0	1	1.0	Probe
148.1345	2.0103	fire:burns::heater:warmth	fire:burns	None	None	3	None	7	None	0	0	0	1	0	0	1.0	AB
150.8663	2.0128	fire:burns::heater:warmth	None	heater:warmth	1	None	3	None	7	0	0	0	0	1	0	1.0	CD
153.8578	0.5975	fire:burns::heater:warmth	fire:burns	heater:warmth	1	3	3	7	7	['4']	4	2	0	0	1	1.0	Probe
155.4701	2.0103	tall:short::black:white	tall:short	None	None	2	None	4	None	0	0	0	1	0	0	1.0	AB
159.269	2.0128	tall:short::black:white	None	black:white	1	None	2	None	4	0	0	0	0	1	0	1.0	CD
162.0226	0.6877	tall:short::black:white	tall:short	black:white	1	2	2	4	4	['4']	4	2	0	0	1	1.0	Probe
163.7237	2.0096	exercise:fitness::repetition:boredom	exercise:fitness	None	None	3	None	7	None	0	0	0	1	0	0	1.0	AB
166.8886	2.0124	exercise:fitness::repetition:boredom	None	repetition:boredom	1	None	3	None	7	0	0	0	0	1	0	1.0	CD
169.8825	0.462	exercise:fitness::repetition:boredom	exercise:fitness	repetition:boredom	1	3	3	7	7	['3']	3	1	0	0	1	1.0	Probe
171.3588	2.0101	north:south::ahead:behind	north:south	None	None	2	None	5	None	0	0	0	1	0	0	1.0	AB
174.6748	2.012	north:south::ahead:behind	None	ahead:behind	1	None	2	None	5	0	0	0	0	1	0	1.0	CD
177.245	0.5461	north:south::ahead:behind	north:south	ahead:behind	1	2	2	5	5	['4']	4	2	0	0	1	1.0	Probe
178.8144	2.0072	heat:temperature::ignite:burn	heat:temperature	None	None	1	None	3	None	0	0	0	1	0	0	1.0	AB
182.1446	2.0113	heat:temperature::ignite:burn	None	ignite:burn	0	None	3	None	9	0	0	0	0	1	0	1.0	CD
185.4234	0.6912	heat:temperature::ignite:burn	heat:temperature	ignite:burn	0	1	3	3	9	['4']	4	1	0	0	1	1.0	Probe
187.1302	2.0107	car:auto::rise:sink	car:auto	None	None	1	None	1	None	0	0	0	1	0	0	1.0	AB
190.64	2.0185	car:auto::rise:sink	None	rise:sink	0	None	2	None	5	0	0	0	0	1	0	1.0	CD
193.5435	0.5937	car:auto::rise:sink	car:auto	rise:sink	0	1	2	1	5	['4']	4	1	0	0	1	1.0	Probe
195.1498	2.0104	anger:yell::smiling:sad	anger:yell	None	None	3	None	8	None	0	0	0	1	0	0	1.0	AB
198.6067	2.0211	anger:yell::smiling:sad	None	smiling:sad	0	None	2	None	6	0	0	0	0	1	0	1.0	CD
201.6332	2.1814	anger:yell::smiling:sad	anger:yell	smiling:sad	0	3	2	8	6	['4']	4	1	0	0	1	1.0	Probe
204.8369	2.0099	burnish:shine::trim:shorten	burnish:shine	None	None	3	None	9	None	0	0	0	1	0	0	1.0	AB
207.6666	2.0142	burnish:shine::trim:shorten	None	trim:shorten	1	None	3	None	9	0	0	0	0	1	0	1.0	CD
210.3275	0.7504	burnish:shine::trim:shorten	burnish:shine	trim:shorten	1	3	3	9	9	['3']	3	1	0	0	1	1.0	Probe
212.1055	2.0102	breathe:live::forward:backward	breathe:live	None	None	3	None	9	None	0	0	0	1	0	0	1.0	AB
214.6995	2.017	breathe:live::forward:backward	None	forward:backward	0	None	2	None	5	0	0	0	0	1	0	1.0	CD
217.2986	0.8196	breathe:live::forward:backward	breathe:live	forward:backward	0	3	2	9	5	['4']	4	1	0	0	1	1.0	Probe
219.1423	2.009	acceleration:speed::enthusiastic:lazy	acceleration:speed	None	None	1	None	3	None	0	0	0	1	0	0	1.0	AB
223.0487	2.0207	acceleration:speed::enthusiastic:lazy	None	enthusiastic:lazy	0	None	2	None	6	0	0	0	0	1	0	1.0	CD
226.7717	0.6535	acceleration:speed::enthusiastic:lazy	acceleration:speed	enthusiastic:lazy	0	1	2	3	6	['3']	3	2	0	0	1	1.0	Probe
228.4446	2.0096	picture:drawing::pillow:cushion	picture:drawing	None	None	1	None	2	None	0	0	0	1	0	0	1.0	AB
231.0825	2.0061	picture:drawing::pillow:cushion	None	pillow:cushion	1	None	1	None	2	0	0	0	0	1	0	1.0	CD
233.8909	0.8399	picture:drawing::pillow:cushion	picture:drawing	pillow:cushion	1	1	1	2	2	['4']	4	2	0	0	1	1.0	Probe
235.7477	2.0092	advertise:promote::wash:clean	advertise:promote	None	None	3	None	9	None	0	0	0	1	0	0	1.0	AB
238.4912	2.0165	advertise:promote::wash:clean	None	wash:clean	1	None	3	None	9	0	0	0	0	1	0	1.0	CD
241.3015	0.4796	advertise:promote::wash:clean	advertise:promote	wash:clean	1	3	3	9	9	['3']	3	1	0	0	1	1.0	Probe
242.7987	2.0104	rake:fork::house:tent	rake:fork	None	None	1	None	2	None	0	0	0	1	0	0	1.0	AB
245.5784	2.0149	rake:fork::house:tent	None	house:tent	1	None	1	None	2	0	0	0	0	1	0	1.0	CD
248.151	0.6264	rake:fork::house:tent	rake:fork	house:tent	1	1	1	2	2	['4']	4	2	0	0	1	1.0	Probe
249.8068	2.0214	funny:serious::fright:scream	funny:serious	None	None	2	None	6	None	0	0	0	1	0	0	1.0	AB
252.4822	2.0132	funny:serious::fright:scream	None	fright:scream	0	None	3	None	8	0	0	0	0	1	0	1.0	CD
255.7817	0.5809	funny:serious::fright:scream	funny:serious	fright:scream	0	2	3	6	8	['4']	4	1	0	0	1	1.0	Probe
257.387	2.0102	below:above::raise:salary	below:above	None	None	2	None	5	None	0	0	0	1	0	0	1.0	AB
260.9737	2.008	below:above::raise:salary	None	raise:salary	0	None	1	None	3	0	0	0	0	1	0	1.0	CD
264.2596	0.5421	below:above::raise:salary	below:above	raise:salary	0	2	1	5	3	['4']	4	1	0	0	1	1.0	Probe
265.8245	2.0088	loneliness:socialize::nervousness:sweat	loneliness:socialize	None	None	3	None	8	None	0	0	0	1	0	0	1.0	AB
269.2186	2.0158	loneliness:socialize::nervousness:sweat	None	nervousness:sweat	1	None	3	None	8	0	0	0	0	1	0	1.0	CD
272.4441	1.1163	loneliness:socialize::nervousness:sweat	loneliness:socialize	nervousness:sweat	1	3	3	8	8	['4']	4	2	0	0	1	1.0	Probe
274.5757	2.0103	shovel:spoon::tiredness:rest	shovel:spoon	None	None	1	None	2	None	0	0	0	1	0	0	1.0	AB
278.4469	2.0071	shovel:spoon::tiredness:rest	None	tiredness:rest	0	None	3	None	8	0	0	0	0	1	0	1.0	CD
281.4484	0.5408	shovel:spoon::tiredness:rest	shovel:spoon	tiredness:rest	0	1	3	2	8	['3']	3	2	0	0	1	1.0	Probe
283.0123	2.01	majority:small::just:unfair	majority:small	None	None	2	None	6	None	0	0	0	1	0	0	1.0	AB
285.5985	2.0077	majority:small::just:unfair	None	just:unfair	1	None	2	None	6	0	0	0	0	1	0	1.0	CD
288.658	0.4924	majority:small::just:unfair	majority:small	just:unfair	1	2	2	6	6	['3']	4	2	0	0	1	1.0	Probe
