onset	duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe	intensity	TrialType
3.023	2.0075	wash:clean::careful:cautious	wash:clean	None	None	3	None	9	None	0	0	0	1	0	0	1.0	AB
6.0935	2.0036	wash:clean::careful:cautious	None	careful:cautious	0	None	1	None	1	0	0	0	0	1	0	1.0	CD
9.3662	0.5935	wash:clean::careful:cautious	wash:clean	careful:cautious	0	3	1	9	1	['3']	4	1	0	0	1	1.0	Probe
10.9731	2.0072	interior:exterior::start:finish	interior:exterior	None	None	2	None	5	None	0	0	0	1	0	0	1.0	AB
13.5357	2.0112	interior:exterior::start:finish	None	start:finish	1	None	2	None	5	0	0	0	0	1	0	1.0	CD
16.5318	0.7948	interior:exterior::start:finish	interior:exterior	start:finish	1	2	2	5	5	['3']	3	1	0	0	1	1.0	Probe
18.3369	2.0099	fat:thin::kid:child	fat:thin	None	None	2	None	4	None	0	0	0	1	0	0	1.0	AB
21.3371	2.0096	fat:thin::kid:child	None	kid:child	0	None	1	None	1	0	0	0	0	1	0	1.0	CD
24.4575	0.7228	fat:thin::kid:child	fat:thin	kid:child	0	2	1	4	1	['3']	3	2	0	0	1	1.0	Probe
26.2038	2.0095	smiling:sad::illness:discomfort	smiling:sad	None	None	2	None	6	None	0	0	0	1	0	0	1.0	AB
29.4654	2.0145	smiling:sad::illness:discomfort	None	illness:discomfort	0	None	3	None	7	0	0	0	0	1	0	1.0	CD
32.0184	1.2477	smiling:sad::illness:discomfort	smiling:sad	illness:discomfort	0	2	3	6	7	['4']	4	1	0	0	1	1.0	Probe
34.2876	2.0089	inflation:price::witty:dumb	inflation:price	None	None	1	None	3	None	0	0	0	1	0	0	1.0	AB
37.0179	2.0118	inflation:price::witty:dumb	None	witty:dumb	0	None	2	None	6	0	0	0	0	1	0	1.0	CD
39.5984	0.6175	inflation:price::witty:dumb	inflation:price	witty:dumb	0	1	2	3	6	['3']	3	2	0	0	1	1.0	Probe
41.237	2.0092	drink:hydrate::bathe:clean	drink:hydrate	None	None	3	None	9	None	0	0	0	1	0	0	1.0	AB
45.303	2.0099	drink:hydrate::bathe:clean	None	bathe:clean	1	None	3	None	9	0	0	0	0	1	0	1.0	CD
47.9619	0.6816	drink:hydrate::bathe:clean	drink:hydrate	bathe:clean	1	3	3	9	9	['4']	4	2	0	0	1	1.0	Probe
49.6698	2.0095	sword:knife::workout:sweat	sword:knife	None	None	1	None	2	None	0	0	0	1	0	0	1.0	AB
52.2457	2.017	sword:knife::workout:sweat	None	workout:sweat	0	None	3	None	7	0	0	0	0	1	0	1.0	CD
55.1879	0.7018	sword:knife::workout:sweat	sword:knife	workout:sweat	0	1	3	2	7	['3']	3	2	0	0	1	1.0	Probe
56.9038	2.0087	make:manufacture::difficult:easy	make:manufacture	None	None	1	None	1	None	0	0	0	1	0	0	1.0	AB
59.488	2.0079	make:manufacture::difficult:easy	None	difficult:easy	0	None	2	None	4	0	0	0	0	1	0	1.0	CD
63.1662	0.8193	make:manufacture::difficult:easy	make:manufacture	difficult:easy	0	1	2	1	4	['3']	3	2	0	0	1	1.0	Probe
65.0046	2.0078	good:bad::shorten:distance	good:bad	None	None	2	None	4	None	0	0	0	1	0	0	1.0	AB
67.6069	2.0054	good:bad::shorten:distance	None	shorten:distance	0	None	1	None	3	0	0	0	0	1	0	1.0	CD
70.49	0.7633	good:bad::shorten:distance	good:bad	shorten:distance	0	2	1	4	3	['4']	4	1	0	0	1	1.0	Probe
72.2699	2.009	paper:parchment::shovel:spoon	paper:parchment	None	None	1	None	2	None	0	0	0	1	0	0	1.0	AB
75.4876	2.0078	paper:parchment::shovel:spoon	None	shovel:spoon	1	None	1	None	2	0	0	0	0	1	0	1.0	CD
78.5689	1.0022	paper:parchment::shovel:spoon	paper:parchment	shovel:spoon	1	1	1	2	2	['4']	4	2	0	0	1	1.0	Probe
80.5858	2.0095	thirst:drink::funny:serious	thirst:drink	None	None	3	None	8	None	0	0	0	1	0	0	1.0	AB
83.8823	2.0129	thirst:drink::funny:serious	None	funny:serious	0	None	2	None	6	0	0	0	0	1	0	1.0	CD
86.5712	1.4605	thirst:drink::funny:serious	thirst:drink	funny:serious	0	3	2	8	6	['4']	3	2	0	0	1	1.0	Probe
89.0522	2.0096	darken:color::terror:fear	darken:color	None	None	1	None	3	None	0	0	0	1	0	0	1.0	AB
92.7795	2.0156	darken:color::terror:fear	None	terror:fear	1	None	1	None	3	0	0	0	0	1	0	1.0	CD
95.6516	1.396	darken:color::terror:fear	darken:color	terror:fear	1	1	1	3	3	['3']	4	2	0	0	1	1.0	Probe
98.0686	2.0097	house:tent::tall:short	house:tent	None	None	1	None	2	None	0	0	0	1	0	0	1.0	AB
100.6745	2.0037	house:tent::tall:short	None	tall:short	0	None	2	None	4	0	0	0	0	1	0	1.0	CD
103.4578	0.5267	house:tent::tall:short	house:tent	tall:short	0	1	2	2	4	['3']	3	2	0	0	1	1.0	Probe
105.0019	2.0095	flee:escape::soften:voice	flee:escape	None	None	3	None	9	None	0	0	0	1	0	0	1.0	AB
107.6542	2.0072	flee:escape::soften:voice	None	soften:voice	0	None	1	None	3	0	0	0	0	1	0	1.0	CD
110.2033	0.761	flee:escape::soften:voice	flee:escape	soften:voice	0	3	1	9	3	['4']	4	1	0	0	1	1.0	Probe
111.9853	2.0093	raise:salary::lower:volume	raise:salary	None	None	1	None	3	None	0	0	0	1	0	0	1.0	AB
115.4969	2.0143	raise:salary::lower:volume	None	lower:volume	1	None	1	None	3	0	0	0	0	1	0	1.0	CD
