onset	duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe	intensity	TrialType
3.0176	2.0084	run:sprint::study:learn	run:sprint	None	None	1	None	1	None	0	0	0	1	0	0	1.0	AB
6.4774	2.0164	run:sprint::study:learn	None	study:learn	0	None	3	None	9	0	0	0	0	1	0	1.0	CD
9.4396	0.696	run:sprint::study:learn	run:sprint	study:learn	0	1	3	1	9	['3']	3	2	0	0	1	1.0	Probe
11.1516	2.0107	up:down::fire:burns	up:down	None	None	2	None	5	None	0	0	0	1	0	0	1.0	AB
13.7438	2.0193	up:down::fire:burns	None	fire:burns	0	None	3	None	7	0	0	0	0	1	0	1.0	CD
16.6005	0.6158	up:down::fire:burns	up:down	fire:burns	0	2	3	5	7	['3']	3	2	0	0	1	1.0	Probe
18.2372	2.011	low:up::good:wrong	low:up	None	None	2	None	6	None	0	0	0	1	0	0	1.0	AB
21.4944	2.0049	low:up::good:wrong	None	good:wrong	1	None	2	None	6	0	0	0	0	1	0	1.0	CD
24.8943	1.3643	low:up::good:wrong	low:up	good:wrong	1	2	2	6	6	['4']	4	2	0	0	1	1.0	Probe
27.2755	2.0093	disease:sickness::injury:pain	disease:sickness	None	None	3	None	7	None	0	0	0	1	0	0	1.0	AB
30.1966	2.006	disease:sickness::injury:pain	None	injury:pain	1	None	3	None	7	0	0	0	0	1	0	1.0	CD
33.4689	1.0046	disease:sickness::injury:pain	disease:sickness	injury:pain	1	3	3	7	7	['3']	3	1	0	0	1	1.0	Probe
35.4946	2.0099	force:pressure::speed:movement	force:pressure	None	None	1	None	3	None	0	0	0	1	0	0	1.0	AB
38.363	2.0093	force:pressure::speed:movement	None	speed:movement	1	None	1	None	3	0	0	0	0	1	0	1.0	CD
41.2624	0.5991	force:pressure::speed:movement	force:pressure	speed:movement	1	1	1	3	3	['3']	3	1	0	0	1	1.0	Probe
42.8803	2.0105	rise:tide::left:right	rise:tide	None	None	1	None	3	None	0	0	0	1	0	0	1.0	AB
45.6982	2.01	rise:tide::left:right	None	left:right	0	None	2	None	5	0	0	0	0	1	0	1.0	CD
49.9649	1.546	rise:tide::left:right	rise:tide	left:right	0	1	2	3	5	['3']	3	2	0	0	1	1.0	Probe
52.5331	2.011	in:out::loneliness:socialize	in:out	None	None	2	None	5	None	0	0	0	1	0	0	1.0	AB
56.2007	2.0116	in:out::loneliness:socialize	None	loneliness:socialize	0	None	3	None	8	0	0	0	0	1	0	1.0	CD
61.4483	2.125	in:out::loneliness:socialize	in:out	loneliness:socialize	0	2	3	5	8	['4']	4	1	0	0	1	1.0	Probe
64.5884	2.0102	tragedy:tears::rich:poor	tragedy:tears	None	None	3	None	7	None	0	0	0	1	0	0	1.0	AB
