onset	duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe	intensity	TrialType
3.019	2.0078	top:bottom::pants:trousers	top:bottom	None	None	2	None	5	None	0	0	0	1	0	0	1.0	AB
5.8187	2.0081	top:bottom::pants:trousers	None	pants:trousers	0	None	1	None	1	0	0	0	0	1	0	1.0	CD
8.8352	0.4951	top:bottom::pants:trousers	top:bottom	pants:trousers	0	2	1	5	1	['3']	3	2	0	0	1	1.0	Probe
10.3529	2.0074	explosion:damage::fun:boring	explosion:damage	None	None	3	None	7	None	0	0	0	1	0	0	1.0	AB
13.261	2.0162	explosion:damage::fun:boring	None	fun:boring	0	None	2	None	6	0	0	0	0	1	0	1.0	CD
15.8024	0.437	explosion:damage::fun:boring	explosion:damage	fun:boring	0	3	2	7	6	['3']	3	2	0	0	1	1.0	Probe
17.2509	2.0097	house:tent::book:magazine	house:tent	None	None	1	None	2	None	0	0	0	1	0	0	1.0	AB
19.9859	2.0081	house:tent::book:magazine	None	book:magazine	1	None	1	None	2	0	0	0	0	1	0	1.0	CD
22.9521	0.5997	house:tent::book:magazine	house:tent	book:magazine	1	1	1	2	2	['3']	3	1	0	0	1	1.0	Probe
24.5684	2.009	inflation:price::hunger:eat	inflation:price	None	None	1	None	3	None	0	0	0	1	0	0	1.0	AB
27.8767	2.0175	inflation:price::hunger:eat	None	hunger:eat	0	None	3	None	8	0	0	0	0	1	0	1.0	CD
30.4269	0.6831	inflation:price::hunger:eat	inflation:price	hunger:eat	0	1	3	3	8	['4']	4	1	0	0	1	1.0	Probe
32.1351	2.0093	loud:discreet::majority:small	loud:discreet	None	None	2	None	6	None	0	0	0	1	0	0	1.0	AB
36.4285	2.0161	loud:discreet::majority:small	None	majority:small	1	None	2	None	6	0	0	0	0	1	0	1.0	CD
39.3104	2.7669	loud:discreet::majority:small	loud:discreet	majority:small	1	2	2	6	6	['4']	4	2	0	0	1	1.0	Probe
43.1019	2.0096	raise:salary::shorten:distance	raise:salary	None	None	1	None	3	None	0	0	0	1	0	0	1.0	AB
45.8289	2.0159	raise:salary::shorten:distance	None	shorten:distance	1	None	1	None	3	0	0	0	0	1	0	1.0	CD
48.5458	0.8179	raise:salary::shorten:distance	raise:salary	shorten:distance	1	1	1	3	3	['3']	4	2	0	0	1	1.0	Probe
50.3854	2.0096	thirst:drink::happiness:smile	thirst:drink	None	None	3	None	8	None	0	0	0	1	0	0	1.0	AB
53.112	2.0165	thirst:drink::happiness:smile	None	happiness:smile	1	None	3	None	8	0	0	0	0	1	0	1.0	CD
55.8551	0.7309	thirst:drink::happiness:smile	thirst:drink	happiness:smile	1	3	3	8	8	['4']	3	1	0	0	1	1.0	Probe
57.6022	2.0098	spin:twirl::bright:dull	spin:twirl	None	None	1	None	1	None	0	0	0	1	0	0	1.0	AB
60.1662	2.0125	spin:twirl::bright:dull	None	bright:dull	0	None	2	None	6	0	0	0	0	1	0	1.0	CD
63.0268	0.7845	spin:twirl::bright:dull	spin:twirl	bright:dull	0	1	2	1	6	['3']	3	2	0	0	1	1.0	Probe
64.8355	2.0101	fat:thin::dirty:bathe	fat:thin	None	None	2	None	4	None	0	0	0	1	0	0	1.0	AB
67.7561	2.0062	fat:thin::dirty:bathe	None	dirty:bathe	0	None	3	None	8	0	0	0	0	1	0	1.0	CD
70.9312	0.5542	fat:thin::dirty:bathe	fat:thin	dirty:bathe	0	2	3	4	8	['3']	3	2	0	0	1	1.0	Probe
72.5038	2.0087	sickness:medicate::raise:elevate	sickness:medicate	None	None	3	None	8	None	0	0	0	1	0	0	1.0	AB
75.1438	2.0188	sickness:medicate::raise:elevate	None	raise:elevate	0	None	1	None	1	0	0	0	0	1	0	1.0	CD
78.2072	2.9565	sickness:medicate::raise:elevate	sickness:medicate	raise:elevate	0	3	1	8	1	['4']	3	2	0	0	1	1.0	Probe
82.1895	2.0067	forward:backward::north:south	forward:backward	None	None	2	None	5	None	0	0	0	1	0	0	1.0	AB
85.5464	2.0166	forward:backward::north:south	None	north:south	1	None	2	None	5	0	0	0	0	1	0	1.0	CD
88.1612	0.695	forward:backward::north:south	forward:backward	north:south	1	2	2	5	5	['4']	4	2	0	0	1	1.0	Probe
89.8701	2.0097	flee:escape::read:learn	flee:escape	None	None	3	None	9	None	0	0	0	1	0	0	1.0	AB
93.4588	2.0046	flee:escape::read:learn	None	read:learn	1	None	3	None	9	0	0	0	0	1	0	1.0	CD
96.7828	0.7646	flee:escape::read:learn	flee:escape	read:learn	1	3	3	9	9	['4']	3	1	0	0	1	1.0	Probe
98.5705	2.0097	smiling:sad::high:down	smiling:sad	None	None	2	None	6	None	0	0	0	1	0	0	1.0	AB
103.5292	2.0178	smiling:sad::high:down	None	high:down	1	None	2	None	6	0	0	0	0	1	0	1.0	CD
106.3733	1.2925	smiling:sad::high:down	smiling:sad	high:down	1	2	2	6	6	['3']	3	1	0	0	1	1.0	Probe
108.6884	2.0088	make:manufacture::obey:protest	make:manufacture	None	None	1	None	1	None	0	0	0	1	0	0	1.0	AB
111.7401	2.0072	make:manufacture::obey:protest	None	obey:protest	0	None	2	None	6	0	0	0	0	1	0	1.0	CD
114.8101	0.469	make:manufacture::obey:protest	make:manufacture	obey:protest	0	1	2	1	6	['3']	3	2	0	0	1	1.0	Probe
116.3048	2.0093	pillow:cushion::pretty:ugly	pillow:cushion	None	None	1	None	2	None	0	0	0	1	0	0	1.0	AB
119.7416	2.006	pillow:cushion::pretty:ugly	None	pretty:ugly	0	None	2	None	4	0	0	0	0	1	0	1.0	CD
122.5438	0.6094	pillow:cushion::pretty:ugly	pillow:cushion	pretty:ugly	0	1	2	2	4	['4']	4	1	0	0	1	1.0	Probe
124.1715	2.0096	old:young::rich:poor	old:young	None	None	2	None	4	None	0	0	0	1	0	0	1.0	AB
127.0014	2.0133	old:young::rich:poor	None	rich:poor	1	None	2	None	4	0	0	0	0	1	0	1.0	CD
130.7104	0.5513	old:young::rich:poor	old:young	rich:poor	1	2	2	4	4	['3']	3	1	0	0	1	1.0	Probe
132.2726	2.0089	exercise:healthy::breathe:live	exercise:healthy	None	None	3	None	9	None	0	0	0	1	0	0	1.0	AB
134.8552	2.0097	exercise:healthy::breathe:live	None	breathe:live	1	None	3	None	9	0	0	0	0	1	0	1.0	CD
